material_number,fiscal_month,pcf_amt,pcf_units
1-776228-4,2023M10,19490,4399
1-776228-5,2023M10,9329,2348
1-776230-1,2023M10,21912,3606
1-776230-2,2023M10,27919,4666
1-776230-4,2023M10,11919,2000
1-776231-1,2023M10,79468,11834
1-776231-2,2023M10,43964,6030
1-776231-4,2023M10,21692,3517
1-776231-5,2023M10,37953,5049
1-776231-6,2023M10,2849,320
1-776261-1,2023M10,4945,1632
1-776261-2,2023M10,718,200
1-776262-1,2023M10,34170,11411
1-776262-2,2023M10,1145,1130
1-776266-1,2023M10,3553,1368
1-776267-1,2023M10,22038,7058
1-776267-5,2023M10,895,588
1-776275-1,2023M10,1115,360
1-776275-2,2023M10,351,103
1-776276-1,2023M10,15451,4642
1-776276-2,2023M10,2751,694
1-776279-1,2023M10,0,0
1-776280-1,2023M10,5000,1397
1060-12-0144,2023M10,2284,8376
1060-12-0166,2023M10,87220,859571
1060-12-0222,2023M10,25429,188628
1060-14-0122,2023M10,92640,1732112
1060-14-0144,2023M10,4232,26049
1060-16-0122,2023M10,596688,12687818
1060-16-0144,2023M10,162516,1240331
1060-16-0622,2023M10,346624,5605431
1060-16-0722,2023M10,8326,137490
1060-16-0988,2023M10,90282,715909
1060-16-1222,2023M10,34020,454071
1060-20-0122,2023M10,160578,3413877
1060-20-0144,2023M10,87767,597532
1060-20-0222,2023M10,115705,2145441
1060-20-0244,2023M10,57066,349403
1060-20-0622,2023M10,1757,24850
1062-12-0166,2023M10,170565,1087701
1062-12-0222,2023M10,60080,340268
1062-14-0122,2023M10,318606,4004407
1062-16-0122,2023M10,1433116,18089745
1062-16-0144,2023M10,199322,1219562
1062-16-0622,2023M10,805382,9072171
1062-16-0644,2023M10,314266,1380765
1062-16-0688,2023M10,86522,489248
1062-16-0722,2023M10,7413,80357
1062-16-0988,2023M10,222219,1506180
1062-16-1222,2023M10,126492,1102971
1062-20-0122,2023M10,476753,6981119
1062-20-0222,2023M10,130748,1771160
1062-20-0244,2023M10,113740,534248
1062-20-0377,2023M10,20979,502446
1326396-1,2023M10,53147,5018
1326442-2,2023M10,41054,2754
1326912-2,2023M10,29871,1920
1376886-1,2023M10,55900,14271
1437228-6,2023M10,134697,2221907
1443955-4,2023M10,20500,650
1456551-4,2023M10,20615,1990
1456820-1,2023M10,1422,1272
1456822-1,2023M10,603,471
1456822-2,2023M10,1982,1547
1456822-3,2023M10,0,0
1456822-4,2023M10,1542,1135
1473416-1,2023M10,149723,48010
1473416-2,2023M10,27065,9277
1732410-3,2023M10,2921,90
1732415-3,2023M10,75576,2657
1732465-2,2023M10,44829,1400
1732492-1,2023M10,415585,14150
1732492-2,2023M10,8604,305
1732509-1,2023M10,1748,40
2-1418390-1,2023M10,144742,294396
2-1418437-1,2023M10,607,764
2-1418448-1,2023M10,58854,130870
2-1418448-2,2023M10,18727,43746
2-1418469-1,2023M10,7529,15237
2-1418479-1,2023M10,7741,13065
2-1418480-1,2023M10,1588,2701
2-1418483-1,2023M10,8812,21958
2-1418883-1,2023M10,265011,68360
2-1437285-2,2023M10,30508,10937
2-1437285-3,2023M10,61964,20909
2-1447232-6,2023M10,21459,3388
2-1563759-1,2023M10,31786,35465
2-1563878-1,2023M10,5244,5021
2-1564330-1,2023M10,16344,14966
2-1564337-1,2023M10,28912,34549
2-1564412-1,2023M10,6928,4076
2-1564416-1,2023M10,3410,3753
2-1564514-1,2023M10,1333,1000
2-1564520-1,2023M10,34198,25700
2-1564526-1,2023M10,9924,6615
2-1564530-1,2023M10,0,0
2-1564532-1,2023M10,5934,3821
2-1564542-1,2023M10,4854,7975
2-1564544-1,2023M10,36,54
2-1564546-1,2023M10,2845,3229
2-1670730-1,2023M10,3634,6877
2-1670894-1,2023M10,0,0
2-1670901-1,2023M10,5674,4333
2-1703639-1,2023M10,129507,129826
2-1703773-1,2023M10,109,213
2-1703808-1,2023M10,751,1021
2-1703818-1,2023M10,6680,12749
2-1703839-1,2023M10,1733,1969
2-1703841-1,2023M10,4322,6418
2-1703843-1,2023M10,20844,30740
2-1718324-1,2023M10,119082,25706
2-1823498-1,2023M10,3659,486
2-2293551-1,2023M10,8984,2000
2-2299782-2,2023M10,2315,1369
2-2303816-2,2023M10,0,0
2-2322907-2,2023M10,781,213
2-2323294-1,2023M10,3297,3300
2035378-2,2023M10,226,281
2098148-2,2023M10,5237,348
2098150-2,2023M10,3401,312
2098237-1,2023M10,172,187
2098237-2,2023M10,0,0
2098993-2,2023M10,796,22
2138576-2,2023M10,74492,2297
2272733-3,2023M10,139446,16166
2272809-1,2023M10,7828,205
2289630-1,2023M10,4621,5016
2289831-1,2023M10,7140,692
2293819-1,2023M10,5637,808
2293821-1,2023M10,4276,629
2293822-1,2023M10,4566,654
2293823-1,2023M10,4390,600
2296610-1,2023M10,409,527
2297129-1,2023M10,0,0
2298173-1,2023M10,3489,716
2298287-1,2023M10,8748,9393
2301339-1,2023M10,2481,142
2310358-1,2023M10,1845,1719
2312536-1,2023M10,26810,18620
2315361-1,2023M10,31840,980
2320466-1,2023M10,0,0
2320931-2,2023M10,171,111
2333580-1,2023M10,13608,1008
2333581-1,2023M10,0,0
2338506-1,2023M10,67189,4096
2338506-2,2023M10,101527,5334
2338508-1,2023M10,94763,7239
2338508-2,2023M10,40600,3001
2338508-3,2023M10,129949,7899
2338508-4,2023M10,57007,3355
2342916-1,2023M10,10559,623
2350937-1,2023M10,46161,10350
2357722-1,2023M10,6934,7366
2358801-1,2023M10,3531,560
2358801-2,2023M10,1009,160
2369194-1,2023M10,21802,1115
2373445-1,2023M10,128449,10429
2375459-3,2023M10,14961,3184
2375997-2,2023M10,3367,722
2386145-1,2023M10,0,0
2386148-1,2023M10,17616,960
2819650-1,2023M10,15551,37826
3-1418390-1,2023M10,47750,83620
3-1418448-1,2023M10,11844,27569
3-1418448-2,2023M10,4575,9000
3-1418469-1,2023M10,1613,3282
3-1418483-1,2023M10,4459,10935
3-1418883-1,2023M10,23654,4867
3-1437290-7,2023M10,268021,103574
3-1437290-8,2023M10,63451,19399
3-1437290-9,2023M10,29785,7662
3-1447221-3,2023M10,274008,4100710
3-1447221-4,2023M10,316979,5324828
3-1563510-1,2023M10,58665,3505
3-1563510-2,2023M10,63539,3796
3-1563510-3,2023M10,98117,5873
3-1563510-4,2023M10,93723,5610
3-1563759-1,2023M10,11458,13650
3-1564337-1,2023M10,14081,14424
3-1564412-1,2023M10,1846,1846
3-1564526-1,2023M10,4108,2928
3-1564528-1,2023M10,306,311
3-1564532-1,2023M10,4211,2039
3-1670730-1,2023M10,70,88
3-1670901-1,2023M10,3057,2478
3-1703639-1,2023M10,12682,11733
3-1703839-1,2023M10,1211,1568
3-1703841-1,2023M10,5262,8443
3-1703843-1,2023M10,3047,4818
3-1718324-1,2023M10,25720,4760
3-1719528-1,2023M10,91357,5787
3-1719528-2,2023M10,85894,5441
3-1719528-3,2023M10,10216,648
3-1719528-4,2023M10,7567,480
3-1823498-1,2023M10,1853,200
3-966140-1,2023M10,12908,9490
3-966140-2,2023M10,6179,4946
3-966140-3,2023M10,8541,8460
3-966140-4,2023M10,1181,1628
3-966140-5,2023M10,0,0
3-966140-6,2023M10,14961,8761
4-1418390-1,2023M10,61712,86782
4-1418448-1,2023M10,14778,30531
4-1418448-2,2023M10,11601,24575
4-1418483-1,2023M10,2367,6436
4-1418883-1,2023M10,29218,5131
4-1437290-0,2023M10,236621,101147
4-1437290-1,2023M10,131185,50663
4-1563759-1,2023M10,3892,4311
4-1564337-1,2023M10,16101,17355
4-1564412-1,2023M10,3600,1846
4-1564514-1,2023M10,0,0
4-1564526-1,2023M10,2585,1846
4-1670730-1,2023M10,0,0
4-1703841-1,2023M10,797,1273
4-1703843-1,2023M10,17162,28767
4-966140-6,2023M10,4366,916
5-1718321-3,2023M10,283614,79949
5-1718323-1,2023M10,108250,52288
5-2208684-3,2023M10,94946,26235
6-1718321-3,2023M10,91920,19841
6-1718323-1,2023M10,6387,2100
6-2208684-3,2023M10,29128,8106
770669-1,2023M10,3279,809
770669-4,2023M10,2172,569
770680-1,2023M10,487273,149846
770680-2,2023M10,17127,5089
770680-4,2023M10,40176,11191
770680-5,2023M10,13945,3802
776087-1,2023M10,308706,85534
776087-2,2023M10,15746,3417
776087-4,2023M10,2705,620
776087-5,2023M10,489,77
776163-1,2023M10,208876,50544
776163-2,2023M10,4015,566
776163-4,2023M10,2088,304
776163-5,2023M10,4320,640
776164-1,2023M10,457848,102871
776164-2,2023M10,101064,21489
776164-5,2023M10,144585,28766
776164-6,2023M10,8656,1483
776180-1,2023M10,8085,1250
776180-4,2023M10,1282,208
776180-5,2023M10,2430,339
776184-1,2023M10,12161,717
776184-2,2023M10,25747,1156
776184-3,2023M10,14401,775
776184-4,2023M10,1211,52
776184-5,2023M10,13019,1384
776200-1,2023M10,540,100
776200-4,2023M10,608,202
776228-1,2023M10,106652,33466
776228-4,2023M10,21871,5995
776230-1,2023M10,7743,1903
776230-2,2023M10,0,0
776230-4,2023M10,249,43
776231-1,2023M10,364601,82771
776231-2,2023M10,13552,2513
776231-5,2023M10,32769,5945
776261-1,2023M10,7093,3465
776261-5,2023M10,2740,1007
776262-1,2023M10,57809,20910
776262-4,2023M10,10540,3009
776266-1,2023M10,1547,571
776267-1,2023M10,292866,111234
776267-5,2023M10,1338,407
776273-1,2023M10,262816,104575
776273-2,2023M10,2532,999
776273-4,2023M10,16241,5678
776275-1,2023M10,2775,1331
776276-1,2023M10,96702,35462
776280-1,2023M10,24525,9030
776280-2,2023M10,9086,3003
776286-1,2023M10,137325,67944
776286-2,2023M10,24831,11141
776358-5,2023M10,0,0
776427-1,2023M10,77101,184879
776427-2,2023M10,10677,23397
776427-3,2023M10,3207,8790
776427-4,2023M10,2609,7139
776429-1,2023M10,46994,88323
776429-2,2023M10,15367,36386
776429-3,2023M10,7753,16643
776429-4,2023M10,11355,26033
776433-1,2023M10,50389,59215
776433-2,2023M10,8759,11834
776433-3,2023M10,6855,8222
776434-1,2023M10,16775,18355
776434-2,2023M10,6362,9192
776434-3,2023M10,2809,3975
776437-1,2023M10,107303,66400
776437-2,2023M10,31982,19746
776437-3,2023M10,11663,7584
776437-4,2023M10,2475,1751
776438-1,2023M10,29013,19443
776438-2,2023M10,13045,8845
776438-3,2023M10,3928,2630
776438-4,2023M10,1129,788
776487-1,2023M10,27718,44528
776487-2,2023M10,1569,2044
776487-3,2023M10,369,534
776487-4,2023M10,747,645
776494-1,2023M10,32053,29233
776494-2,2023M10,1188,1041
776494-3,2023M10,255,151
776494-4,2023M10,340,157
776495-1,2023M10,12309,10221
776495-2,2023M10,966,894
776495-3,2023M10,92,63
776495-4,2023M10,0,0
776497-5,2023M10,34446,4612
776497-6,2023M10,36699,4933
776522-1,2023M10,74249,180975
776522-2,2023M10,27477,77831
776522-3,2023M10,17242,45361
776522-4,2023M10,28317,77223
776523-1,2023M10,92937,205211
776523-2,2023M10,12289,27877
776523-3,2023M10,13692,26345
776523-4,2023M10,7350,15952
776524-1,2023M10,69479,110879
776524-2,2023M10,3936,7258
776524-3,2023M10,2895,5425
776524-4,2023M10,1296,1761
776531-1,2023M10,123067,146189
776531-2,2023M10,36108,45416
776531-3,2023M10,2022,2816
776532-1,2023M10,92006,77762
776532-2,2023M10,10238,9755
776532-3,2023M10,662,650
776532-4,2023M10,290,204
776533-1,2023M10,215831,132713
776533-2,2023M10,57654,36130
776533-3,2023M10,43630,27653
776533-4,2023M10,3122,1960
776537-1,2023M10,26780,34493
776537-2,2023M10,19421,25727
776537-3,2023M10,376,497
776538-1,2023M10,33865,31261
776538-2,2023M10,3519,3555
776538-3,2023M10,431,386
776538-4,2023M10,265,279
776539-1,2023M10,83414,56084
776539-2,2023M10,13898,9570
776539-3,2023M10,29528,19991
776539-4,2023M10,2033,1508
776603-1,2023M10,30494,4100
8-966140-6,2023M10,6900,2418
9-1355890-1,2023M10,27870,8453
9-966140-1,2023M10,54255,34383
9-966140-2,2023M10,73814,58576
9-966140-3,2023M10,69063,72953
9-966140-4,2023M10,41873,40346
9-966140-5,2023M10,41922,49876
9-966140-6,2023M10,31893,19504
94202103,2023M10,27414,1200
966140-1,2023M10,18999,17084
966140-3,2023M10,24852,28499
966140-4,2023M10,14270,17079
966140-5,2023M10,14993,19285
966140-6,2023M10,6979,3352
967362-1,2023M10,9811,2624
967686-3,2023M10,99963,28288
967686-5,2023M10,9709,2560
967686-6,2023M10,20586,6784
967686-8,2023M10,0,0
AEC14-40PA,2023M10,6256,873
AEC14-40PAE-E019,2023M10,20011,2709
AEC14-40PB,2023M10,867,107
AEC14-40PBE-E019,2023M10,2384,235
AEC14-40PC,2023M10,738,43
AEC16-40SA,2023M10,4656,877
AEC16-40SAE,2023M10,0,0
AEC16-40SAE-E019,2023M10,15161,2104
AEC16-40SB,2023M10,2632,528
AEC16-40SBE-E019,2023M10,2332,259
AEC16-40SBT-K001,2023M10,166,17
AEC16-40SC,2023M10,1219,168
AEC16-40SD,2023M10,2473,444
AEC17-40PA,2023M10,2455,72
AEC17-40PB,2023M10,5019,144
AEC17-40PC,2023M10,8293,240
AEC17-40PD,2023M10,9847,288
DRC10-24PA-A004,2023M10,19685,1234
DRC10-40P-A004,2023M10,20193,1016
DRC12-24PA,2023M10,23890,3240
DRC12-24PAE,2023M10,14252,1658
DRC12-24PB,2023M10,3142,309
DRC12-24PBE,2023M10,3524,325
DRC12-24PC,2023M10,237,33
DRC12-40PA,2023M10,54736,6134
DRC12-40PAE,2023M10,39041,3947
DRC12-40PB,2023M10,13354,1132
DRC12-40PBE,2023M10,2073,109
DRC12-40PC,2023M10,2143,195
DRC12-70PA,2023M10,58628,4118
DRC12-70PAE,2023M10,100586,7987
DRC12-70PB,2023M10,10442,634
DRC12-70PBE,2023M10,25975,1620
DRC12-70PCE,2023M10,205,12
DRC12-70PD,2023M10,175,7
DRC12-70PDE,2023M10,0,0
DRC14-24PA,2023M10,3775,398
DRC14-24PAE,2023M10,1351,135
DRC14-40PA,2023M10,9430,954
DRC14-70PA,2023M10,1912,124
DRC16-24SA,2023M10,29277,3494
DRC16-24SA-P013,2023M10,18852,2860
DRC16-24SAE,2023M10,14038,1627
DRC16-24SAE-P013,2023M10,4554,447
DRC16-24SB-P013,2023M10,4225,283
DRC16-24SBE-P013,2023M10,24239,1757
DRC16-24SC,2023M10,328,21
DRC16-24SC-P013,2023M10,788,92
DRC16-40S,2023M10,28674,2324
DRC16-40S-P013,2023M10,15223,1530
DRC16-40SE,2023M10,22368,1516
DRC16-70SA,2023M10,28895,2094
DRC16-70SA-P013,2023M10,38112,2438
DRC16-70SA-P066,2023M10,0,0
DRC16-70SA-PP05,2023M10,2098,150
DRC16-70SAE,2023M10,40702,2783
DRC16-70SAE-P013,2023M10,45449,3871
DRC16-70SAE-P013UK,2023M10,9174,520
DRC16-70SAE-P066,2023M10,13106,1072
DRC16-70SB,2023M10,3048,173
DRC16-70SB-P013,2023M10,7378,482
DRC16-70SB-P066,2023M10,0,0
DRC16-70SB-PP05,2023M10,774,50
DRC16-70SBE,2023M10,6792,456
DRC16-70SBE-P013,2023M10,19497,1336
DRC16-70SBE-P013UK,2023M10,7259,400
DRC16-70SBE-P066,2023M10,0,0
DRC16-70SC,2023M10,1393,56
DRC16-70SC-P013,2023M10,1590,76
DRC16-70SCE,2023M10,12279,868
DRC16-70SCE-P013,2023M10,12808,739
DRC16-70SCE-P013UK,2023M10,19469,1103
DRC16-70SD-P013,2023M10,285,18
DRC16-70SDE,2023M10,12693,867
DRC16-70SDE-P013UK,2023M10,23362,1331
DRC18-40SA,2023M10,13531,956
DRC18-40SA-P013,2023M10,34231,3259
DRC18-40SAE,2023M10,24123,1732
DRC18-40SAE-P013,2023M10,42139,2648
DRC18-40SB,2023M10,6932,491
DRC18-40SB-P013,2023M10,10128,881
DRC18-40SBE,2023M10,10191,322
DRC18-40SBE-P013,2023M10,23067,943
DRC18-40SC-P013,2023M10,3394,328
DRC18-40SCE-P013,2023M10,0,0
DRC20-50P01,2023M10,7476,380
DRC20-50P02,2023M10,1255,85
DRC20-50P03,2023M10,812,39
DRC20-50P04,2023M10,7861,445
DRC20-50P05,2023M10,4835,411
DRC20-50P08,2023M10,6335,557
DRC20-60P05,2023M10,7427,568
DRC20-60P06,2023M10,7885,607
DRC22-40PA,2023M10,8223,672
DRC22-50P01,2023M10,19742,1050
DRC22-50P02,2023M10,9059,519
DRC22-50P03,2023M10,5926,312
DRC22-50P04,2023M10,2568,232
DRC22-50P05,2023M10,2426,218
DRC23-24PA,2023M10,20197,970
DRC23-24PB,2023M10,536,22
DRC23-40PA-N012,2023M10,90042,3858
DRC23-40PB-N010,2023M10,30054,2706
DRC23-40PB-N012,2023M10,69038,2735
DRC23-40PC-N012,2023M10,6437,274
DRC23-64PAA,2023M10,70577,2324
DRC23-64PAA-N010,2023M10,42403,3083
DRC23-80P,2023M10,33270,417
DRC26-24SA,2023M10,59976,7996
DRC26-24SB,2023M10,162,10
DRC26-38S01-P017,2023M10,42748,4180
DRC26-38S02-P017,2023M10,39078,4603
DRC26-40SA,2023M10,78013,10701
DRC26-40SA-L011,2023M10,29281,2878
DRC26-40SB,2023M10,21439,2747
DRC26-40SB-L011,2023M10,37610,3594
DRC26-50S01,2023M10,105658,11428
DRC26-50S02,2023M10,17533,1738
DRC26-50S03,2023M10,3074,304
DRC26-50S04,2023M10,45046,4995
DRC26-50S05,2023M10,4058,373
DRC26-50S07,2023M10,25477,2949
DRC26-50S08,2023M10,5073,508
DRC26-50S09,2023M10,0,0
DRC26-60S05,2023M10,47543,6125
DRC26-60S06,2023M10,40533,3723
DRC26-60S07,2023M10,15638,1741
DRCP25-126PAA-G003,2023M10,9848,160
DRCP25-86PAA-G003,2023M10,3282,89
DRCP25-86PAA-G005,2023M10,215292,20236
DRCP25-86PBB-GC03,2023M10,10317,192
DRCP25-86PBB-GC05,2023M10,70027,6951
DRCP25-86PCC-GC05,2023M10,132511,13200
DT04-08PA,2023M10,147473,138528
DT04-08PA-C015,2023M10,45262,31055
DT04-08PA-CE01,2023M10,29812,23372
DT04-08PA-CE02,2023M10,35953,23879
DT04-08PA-CE03,2023M10,26095,24141
DT04-08PA-CE04,2023M10,1213,451
DT04-08PA-CE09,2023M10,12537,5165
DT04-08PA-E003,2023M10,6488,4395
DT04-08PA-E004,2023M10,9730,7683
DT04-08PA-E005,2023M10,30416,30040
DT04-08PA-E008,2023M10,10361,5296
DT04-08PA-EP04,2023M10,4410,2503
DT04-08PA-P004,2023M10,1946,1686
DT04-08PA-P021,2023M10,7060,1248
DT04-08PA-P026,2023M10,9418,2110
DT04-08PA-P028,2023M10,97,9
DT04-08PB,2023M10,10989,6435
DT04-08PB-C015,2023M10,2818,1653
DT04-08PB-CE01,2023M10,8493,5491
DT04-08PB-E003,2023M10,363,181
DT04-08PB-P021,2023M10,26298,5437
DT04-08PB-P026,2023M10,11402,2185
DT04-08PB-P028,2023M10,8703,2022
DT04-08PC,2023M10,2464,1628
DT04-08PC-C015,2023M10,532,341
DT04-08PC-CE01,2023M10,0,0
DT04-08PC-E003,2023M10,1206,732
DT04-12PA,2023M10,188646,137273
DT04-12PA-B016,2023M10,14298,10879
DT04-12PA-BE02,2023M10,9008,4250
DT04-12PA-BE03,2023M10,99032,61749
DT04-12PA-BE04,2023M10,19180,10529
DT04-12PA-C015,2023M10,32713,18918
DT04-12PA-CE01,2023M10,12046,5846
DT04-12PA-CE02,2023M10,40421,21835
DT04-12PA-CE03,2023M10,34832,21197
DT04-12PA-CE04,2023M10,4629,1766
DT04-12PA-CE07,2023M10,72409,43732
DT04-12PA-CE08,2023M10,8878,6110
DT04-12PA-CE09,2023M10,4114,1635
DT04-12PA-E004,2023M10,15750,11070
DT04-12PA-E005,2023M10,4515,2423
DT04-12PA-EP04,2023M10,132,27
DT04-12PA-P004,2023M10,2904,1983
DT04-12PA-P016,2023M10,7935,844
DT04-12PA-P021,2023M10,24702,4260
DT04-12PA-P026,2023M10,62757,11684
DT04-12PA-P027,2023M10,4004,312
DT04-12PA-P030,2023M10,11589,1913
DT04-12PA-P031,2023M10,16623,1624
DT04-12PA-P075,2023M10,22884,4389
DT04-12PB,2023M10,17116,8929
DT04-12PB-B016,2023M10,6962,3318
DT04-12PB-BE02,2023M10,15750,10246
DT04-12PB-C015,2023M10,17899,8768
DT04-12PB-CE01,2023M10,458,193
DT04-12PB-CE07,2023M10,36534,18467
DT04-12PB-CE08,2023M10,385,161
DT04-12PB-P016,2023M10,12013,1286
DT04-12PB-P021,2023M10,36441,6200
DT04-12PB-P026,2023M10,19746,3392
DT04-12PB-P027,2023M10,68109,7994
DT04-12PB-P030,2023M10,6802,1140
DT04-12PB-P031,2023M10,2075,251
DT04-12PC,2023M10,4654,2362
DT04-12PC-B016,2023M10,5923,2369
DT04-12PC-BE02,2023M10,3937,2184
DT04-12PC-C015,2023M10,2670,1304
DT04-12PC-CE01,2023M10,22,9
DT04-12PC-CE07,2023M10,5397,2476
DT04-12PD,2023M10,1587,858
DT04-12PD-B016,2023M10,1967,874
DT04-12PD-C015,2023M10,261,91
DT04-12PD-CE07,2023M10,18289,7656
DT04-2P,2023M10,265076,1098058
DT04-2P-C015,2023M10,35791,146163
DT04-2P-CE01,2023M10,29043,72636
DT04-2P-CE02,2023M10,42181,143357
DT04-2P-CE03,2023M10,99081,304589
DT04-2P-CE04,2023M10,7026,11386
DT04-2P-CE09,2023M10,24243,43993
DT04-2P-E003,2023M10,16373,35046
DT04-2P-E004,2023M10,53253,209359
DT04-2P-E005,2023M10,148890,467473
DT04-2P-E008,2023M10,13080,20716
DT04-2P-N006,2023M10,106492,19149
DT04-2P-RT01,2023M10,148747,56920
DT04-2P-RT02,2023M10,291905,66825
DT04-2P-RT06,2023M10,5509,1766
DT04-2P-RT21,2023M10,9587,2072
DT04-2P-RT22,2023M10,30488,8202
DT04-2P-RT25,2023M10,4245,632
DT04-2P-RT26,2023M10,0,0
DT04-3P,2023M10,128996,350536
DT04-3P-C015,2023M10,24149,54118
DT04-3P-C017,2023M10,1848,1460
DT04-3P-CE01,2023M10,4870,7217
DT04-3P-CE02,2023M10,20263,49794
DT04-3P-CE03,2023M10,89121,161686
DT04-3P-CE04,2023M10,8859,12316
DT04-3P-CE09,2023M10,22630,23683
DT04-3P-E004,2023M10,30831,80516
DT04-3P-E005,2023M10,87988,198540
DT04-3P-E008,2023M10,27635,33053
DT04-3P-EE01,2023M10,12313,13667
DT04-3P-EP04,2023M10,0,0
DT04-3P-P004,2023M10,1382,3565
DT04-3P-P007,2023M10,218864,36217
DT04-4P,2023M10,169094,336902
DT04-4P-B033,2023M10,6647,2661
DT04-4P-C015,2023M10,33831,61604
DT04-4P-C017,2023M10,2999,2003
DT04-4P-CE01,2023M10,8406,10720
DT04-4P-CE02,2023M10,43018,74058
DT04-4P-CE03,2023M10,75470,111852
DT04-4P-CE04,2023M10,14070,8334
DT04-4P-CE09,2023M10,31293,21771
DT04-4P-E003,2023M10,11209,15279
DT04-4P-E004,2023M10,57816,117357
DT04-4P-E005,2023M10,71790,124243
DT04-4P-E008,2023M10,22777,12767
DT04-4P-EP04,2023M10,1449,1335
DT04-4P-EP13,2023M10,32129,9106
DT04-4P-P004,2023M10,575,848
DT04-4P-P021,2023M10,8070,1635
DT04-4P-RT01,2023M10,106978,12272
DT04-4P-RT03,2023M10,60031,5804
DT04-6P,2023M10,174449,228789
DT04-6P-C015,2023M10,20744,28164
DT04-6P-CE01,2023M10,4841,4899
DT04-6P-CE02,2023M10,59388,77364
DT04-6P-CE03,2023M10,88080,98335
DT04-6P-CE09,2023M10,24255,12753
DT04-6P-E004,2023M10,58730,70956
DT04-6P-E005,2023M10,84249,99937
DT04-6P-E008,2023M10,7062,1654
DT04-6P-EP13,2023M10,42214,10997
DT04-6P-EP14,2023M10,44699,10312
DT04-6P-P004,2023M10,3172,4434
DT04-6P-P021,2023M10,9869,1877
DT06-08SA,2023M10,151383,122504
DT06-08SA-C015,2023M10,59962,36643
DT06-08SA-CE04,2023M10,925,415
DT06-08SA-CE05,2023M10,49309,36651
DT06-08SA-CE06,2023M10,20294,17771
DT06-08SA-CE10,2023M10,51818,31631
DT06-08SA-CE11,2023M10,77356,37869
DT06-08SA-CE12,2023M10,23610,6890
DT06-08SA-CE13,2023M10,10110,3930
DT06-08SA-E003,2023M10,4906,3318
DT06-08SA-E008,2023M10,28412,19993
DT06-08SA-EP04,2023M10,834,581
DT06-08SA-EP06,2023M10,8358,4850
DT06-08SA-EP07,2023M10,2058,1604
DT06-08SA-EP08,2023M10,56857,52843
DT06-08SA-P004,2023M10,3349,3105
DT06-08SA-P012,2023M10,28814,28724
DT06-08SB,2023M10,8120,4385
DT06-08SB-C015,2023M10,5838,2498
DT06-08SB-CE01,2023M10,952,410
DT06-08SB-CE05,2023M10,13717,7617
DT06-08SB-CE06,2023M10,6955,3388
DT06-08SB-EP06,2023M10,1781,974
DT06-08SB-P012,2023M10,7576,5130
DT06-08SC,2023M10,3020,1461
DT06-08SC-CE01,2023M10,0,0
DT06-08SC-CE05,2023M10,956,550
DT06-08SC-EP06,2023M10,154,66
DT06-08SD,2023M10,628,294
DT06-08SD-CE05,2023M10,0,0
DT06-12S-B031,2023M10,14284,7358
DT06-12SA,2023M10,226206,147915
DT06-12SA-B016,2023M10,27415,13621
DT06-12SA-C015,2023M10,71131,34373
DT06-12SA-C017,2023M10,7814,2461
DT06-12SA-CE01,2023M10,14380,5751
DT06-12SA-CE02,2023M10,5999,2854
DT06-12SA-CE04,2023M10,673,180
DT06-12SA-CE05,2023M10,87473,51332
DT06-12SA-CE06,2023M10,71447,42236
DT06-12SA-CE10,2023M10,63417,35632
DT06-12SA-CE11,2023M10,70838,40694
DT06-12SA-CE12,2023M10,6030,1914
DT06-12SA-CE13,2023M10,11236,3264
DT06-12SA-E003,2023M10,4005,1327
DT06-12SA-E008,2023M10,24449,9625
DT06-12SA-EP04,2023M10,1425,527
DT06-12SA-EP06,2023M10,27256,12600
DT06-12SA-EP07,2023M10,9692,4542
DT06-12SA-EP08,2023M10,150658,100747
DT06-12SA-EP20,2023M10,952,284
DT06-12SA-P004,2023M10,2304,1291
DT06-12SA-P012,2023M10,54889,34436
DT06-12SB,2023M10,61457,32077
DT06-12SB-B016,2023M10,11414,4384
DT06-12SB-C015,2023M10,11917,5503
DT06-12SB-C017,2023M10,11572,2109
DT06-12SB-CE01,2023M10,88,21
DT06-12SB-CE05,2023M10,68034,33079
DT06-12SB-CE06,2023M10,26998,10365
DT06-12SB-CE13,2023M10,3050,793
DT06-12SB-EP06,2023M10,39954,23796
DT06-12SB-P012,2023M10,49551,24773
DT06-12SC,2023M10,13785,5874
DT06-12SC-B016,2023M10,4992,2035
DT06-12SC-C015,2023M10,2408,1067
DT06-12SC-CE04,2023M10,230,51
DT06-12SC-CE05,2023M10,9130,4159
DT06-12SC-CE06,2023M10,4031,1690
DT06-12SC-EP06,2023M10,13915,7606
DT06-12SC-P012,2023M10,17875,8277
DT06-12SD,2023M10,2529,971
DT06-12SD-B016,2023M10,4223,1429
DT06-12SD-C015,2023M10,417,155
DT06-12SD-CE05,2023M10,9872,4733
DT06-12SD-CE06,2023M10,6583,2939
DT06-12SD-EP06,2023M10,10136,3843
DT06-12SD-P012,2023M10,3800,1682
DT06-2S,2023M10,472887,1604518
DT06-2S-C015,2023M10,83195,228430
DT06-2S-CE01,2023M10,74624,133450
DT06-2S-CE04,2023M10,16808,23133
DT06-2S-CE05,2023M10,434420,1178607
DT06-2S-CE06,2023M10,217148,831754
DT06-2S-CE13,2023M10,95295,116192
DT06-2S-E003,2023M10,10814,21708
DT06-2S-E004,2023M10,7566,20118
DT06-2S-E005,2023M10,11161,20589
